Season,TeamID,Team,E/W,Conference Finalist,G,W,L,W/L,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,Attendance,"(0, 0)","(0, 1)","(0, 2)","(1, 0)","(1, 1)","(1, 2)","(2, 0)","(2, 1)","(2, 2)","(0, 0, 0)","(0, 0, 1)","(0, 0, 2)","(0, 1, 0)","(0, 1, 1)","(0, 1, 2)","(0, 2, 0)","(0, 2, 1)","(0, 2, 2)","(1, 0, 0)","(1, 0, 1)","(1, 0, 2)","(1, 1, 0)","(1, 1, 1)","(1, 1, 2)","(1, 2, 0)","(1, 2, 1)","(1, 2, 2)","(2, 0, 0)","(2, 0, 1)","(2, 0, 2)","(2, 1, 0)","(2, 1, 1)","(2, 1, 2)","(2, 2, 0)","(2, 2, 1)","(2, 2, 2)",Standings_Bucket,Standings_Bucket_Next
1987,1,Atlanta Hawks,0,0,82,57,25,2.28,240.6,41.9,87.1,0.48100000000000004,1.6,5.2,0.318,40.2,81.9,0.491,24.6,32.5,0.759,16.5,30.2,46.7,25.3,8.5,6.2,15.6,26.2,110.0,26.1,59,23,7.23,-0.05,7.18,112.6,105.2,97.4,0.373,0.06,0.5429999999999999,0.49,13.3,37.2,0.28300000000000003,0.49,13.3,67.4,0.28300000000000003,549526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,1,Atlanta Hawks,0,0,82,50,32,1.5625,241.2,42.0,86.6,0.485,1.0,3.4,0.301,41.0,83.2,0.49200000000000005,22.8,29.8,0.767,15.0,29.0,44.0,25.1,7.7,6.5,14.9,25.0,107.9,26.8,51,31,3.6,0.42,4.02,111.3,107.6,96.4,0.344,0.04,0.541,0.491,13.0,34.3,0.264,0.491,13.0,67.3,0.264,572460,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,1,Atlanta Hawks,0,0,82,52,30,1.733333333,241.5,41.6,88.2,0.47200000000000003,1.3,4.8,0.27699999999999997,40.3,83.3,0.483,26.4,33.0,0.8,16.7,28.2,45.0,24.3,10.0,5.8,16.0,22.9,111.0,28.5,54,28,4.91,0.35,5.26,112.2,107.2,98.3,0.375,0.055,0.54,0.48,13.5,37.1,0.3,0.48,13.5,64.7,0.3,644291,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1990,1,Atlanta Hawks,0,0,82,41,41,1.0,240.6,41.7,85.6,0.48700000000000004,1.5,5.0,0.302,40.2,80.6,0.498,23.7,31.0,0.764,15.5,26.7,42.2,22.2,8.7,4.3,15.5,22.8,108.5,28.6,44,38,1.02,-0.39,0.64,113.0,111.9,95.8,0.36200000000000004,0.059000000000000004,0.547,0.496,13.5,36.3,0.27699999999999997,0.496,13.5,65.5,0.27699999999999997,573711,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1991,1,Atlanta Hawks,0,0,82,43,39,1.102564103,240.9,43.5,88.0,0.494,2.6,7.6,0.349,40.9,80.5,0.508,19.4,25.2,0.767,13.2,30.5,43.6,28.3,8.4,4.4,15.7,24.8,109.0,29.0,43,39,0.77,-0.05,0.72,110.9,110.1,98.6,0.35200000000000004,0.11599999999999999,0.54,0.48200000000000004,12.9,33.1,0.282,0.48200000000000004,12.9,69.1,0.282,529161,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
1992,1,Atlanta Hawks,0,0,82,38,44,0.8636363640000001,242.7,42.6,91.2,0.467,2.6,8.2,0.313,40.0,83.0,0.48200000000000004,18.5,25.3,0.731,15.7,30.5,46.2,25.9,9.7,3.9,15.3,21.6,106.2,27.2,37,45,-1.5,0.35,-1.15,107.3,108.9,97.8,0.27699999999999997,0.09,0.519,0.48100000000000004,13.0,33.6,0.203,0.48100000000000004,13.0,68.3,0.203,511803,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
1993,1,Atlanta Hawks,0,0,82,43,39,1.102564103,241.8,41.4,88.7,0.466,4.7,13.1,0.355,36.7,75.6,0.486,20.1,27.1,0.742,15.7,28.6,44.3,25.4,9.8,3.4,16.3,22.0,107.5,27.1,39,43,-0.87,0.2,-0.67,109.3,110.2,97.6,0.305,0.14800000000000002,0.534,0.493,14.0,34.8,0.22699999999999998,0.493,14.0,68.5,0.22699999999999998,491229,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1994,1,Atlanta Hawks,0,0,82,57,25,2.28,240.9,39.6,85.8,0.461,3.3,10.1,0.32299999999999995,36.3,75.7,0.48,19.0,25.2,0.752,15.2,29.5,44.8,25.1,11.2,5.5,15.3,19.8,101.4,28.7,56,26,5.27,-0.33,4.94,107.2,101.7,94.2,0.294,0.11800000000000001,0.523,0.48,13.6,34.6,0.221,0.48,13.6,67.7,0.221,537547,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1995,1,Atlanta Hawks,0,0,82,42,40,1.05,242.1,36.4,81.5,0.447,6.6,19.3,0.341,29.8,62.2,0.48,17.2,23.8,0.7240000000000001,13.5,27.7,41.2,21.4,9.0,5.0,14.9,22.0,96.6,28.2,45,37,1.28,-0.22,1.06,106.6,105.2,89.8,0.292,0.237,0.525,0.48700000000000004,13.9,31.6,0.21100000000000002,0.48700000000000004,13.9,68.4,0.21100000000000002,504807,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1996,1,Atlanta Hawks,0,0,82,46,36,1.277777778,240.6,36.4,81.3,0.44799999999999995,6.9,19.5,0.355,29.5,61.8,0.47700000000000004,18.6,24.5,0.757,14.4,26.2,40.6,19.6,9.4,3.9,15.0,20.9,98.3,28.1,45,37,1.22,0.07,1.29,109.4,108.0,89.6,0.302,0.239,0.534,0.49,14.0,34.0,0.22899999999999998,0.49,14.0,67.1,0.22899999999999998,496668,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1997,1,Atlanta Hawks,0,0,82,56,26,2.153846154,241.5,34.3,76.9,0.446,8.0,22.4,0.359,26.3,54.5,0.48100000000000004,18.2,23.8,0.763,12.5,28.7,41.1,19.0,8.5,5.2,15.0,19.4,94.8,28.8,57,25,5.44,0.08,5.52,108.5,102.3,86.8,0.31,0.29100000000000004,0.542,0.498,14.6,31.5,0.23600000000000002,0.498,14.6,69.2,0.23600000000000002,549414,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1987,2,Boston Celtics,0,1,82,59,23,2.565217391,241.5,44.5,86.0,0.517,2.5,6.9,0.366,41.9,79.1,0.53,21.2,26.3,0.8079999999999999,11.4,31.5,42.9,29.5,6.8,6.4,15.9,20.9,112.6,29.4,57,25,6.65,-0.08,6.57,113.5,106.8,98.6,0.305,0.08,0.5770000000000001,0.532,14.0,29.0,0.247,0.532,14.0,67.6,0.247,611222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,2,Boston Celtics,0,1,82,57,25,2.28,241.2,43.9,84.2,0.521,3.3,8.6,0.384,40.6,75.6,0.537,22.5,28.0,0.8029999999999999,11.3,29.8,41.1,29.9,7.6,5.1,15.9,22.0,113.6,29.8,56,26,5.94,0.22,6.15,115.4,109.4,97.9,0.33299999999999996,0.102,0.588,0.541,14.1,29.8,0.267,0.541,14.1,68.5,0.267,611231,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1989,2,Boston Celtics,0,0,82,42,40,1.05,241.2,42.9,87.1,0.493,1.0,3.8,0.252,42.0,83.3,0.504,22.4,28.6,0.7829999999999999,14.4,29.8,44.2,26.7,7.8,5.1,16.3,22.9,109.2,28.5,44,38,1.16,0.1,1.26,110.8,109.6,98.1,0.32899999999999996,0.043,0.5479999999999999,0.498,14.0,34.7,0.258,0.498,14.0,70.0,0.258,611537,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1990,2,Boston Celtics,0,0,82,52,30,1.733333333,240.3,43.5,87.2,0.498,1.3,4.9,0.262,42.2,82.2,0.513,21.8,26.3,0.8320000000000001,13.0,33.0,46.0,29.5,6.6,5.5,15.3,20.9,110.0,30.2,51,31,3.99,-0.76,3.23,112.0,107.9,98.2,0.301,0.057,0.557,0.506,13.4,31.5,0.251,0.506,13.4,72.1,0.251,611537,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,2,Boston Celtics,0,0,82,56,26,2.153846154,241.5,41.7,92.2,0.452,2.3,7.5,0.313,39.4,84.7,0.465,20.0,25.4,0.7859999999999999,14.5,26.9,41.4,25.0,9.0,4.6,13.7,20.2,105.7,28.2,56,26,5.82,-0.6,5.22,112.6,106.7,98.5,0.27699999999999997,0.048,0.565,0.52,14.0,33.0,0.228,0.52,14.0,69.3,0.228,611537,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,2,Boston Celtics,0,0,82,51,31,1.64516129,241.2,43.2,87.8,0.49200000000000005,1.3,4.4,0.306,41.9,83.4,0.502,18.9,23.4,0.8079999999999999,13.4,31.5,44.9,25.3,7.8,5.9,14.2,20.6,106.6,29.2,51,31,3.62,-0.21,3.41,110.8,107.0,95.8,0.266,0.05,0.544,0.5,12.7,31.9,0.215,0.5,12.7,68.7,0.215,610776,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,2,Boston Celtics,0,0,82,48,34,1.411764706,241.2,42.1,86.5,0.48700000000000004,1.3,4.7,0.287,40.8,81.8,0.498,18.1,23.3,0.777,13.1,29.7,42.8,24.4,7.9,5.6,14.3,22.7,103.7,28.6,43,39,0.89,0.04,0.93,108.7,107.8,94.9,0.27,0.054000000000000006,0.536,0.495,12.9,31.2,0.21,0.495,12.9,69.0,0.21,608495,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1994,2,Boston Celtics,0,0,82,32,50,0.64,242.7,40.6,86.1,0.47200000000000003,1.7,5.8,0.289,39.0,80.2,0.486,17.8,24.4,0.73,12.6,29.0,41.7,23.5,8.2,5.4,15.1,22.5,100.8,27.8,29,53,-4.28,0.01,-4.28,104.2,108.7,95.6,0.284,0.068,0.521,0.48200000000000004,13.5,29.3,0.207,0.48200000000000004,13.5,67.8,0.207,604867,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1995,2,Boston Celtics,0,0,82,35,47,0.7446808509999999,241.5,38.8,83.5,0.46399999999999997,4.4,12.0,0.368,34.4,71.5,0.48,20.8,27.7,0.753,14.1,28.3,42.4,21.7,7.5,4.4,15.9,24.1,102.8,27.2,36,46,-1.88,-0.04,-1.92,108.6,110.6,94.0,0.331,0.14400000000000002,0.537,0.491,14.3,33.1,0.249,0.491,14.3,68.6,0.249,606070,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
1996,2,Boston Celtics,0,0,82,33,49,0.673469388,242.7,38.6,84.7,0.456,6.6,17.7,0.371,32.0,66.9,0.478,19.9,27.9,0.7140000000000001,12.8,29.6,42.4,21.9,8.0,5.0,15.9,24.9,103.6,26.3,32,50,-3.4,0.03,-3.37,106.4,109.9,96.2,0.32899999999999996,0.209,0.534,0.494,14.1,28.8,0.235,0.494,14.1,70.0,0.235,730842,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2
1997,2,Boston Celtics,0,0,82,15,67,0.223880597,242.7,37.4,85.0,0.44,5.7,16.2,0.35100000000000003,31.7,68.7,0.461,20.1,26.8,0.75,13.4,26.7,40.0,21.9,9.9,3.8,16.4,23.4,100.6,26.1,22,60,-7.33,0.71,-6.62,103.9,111.4,95.8,0.316,0.191,0.52,0.474,14.5,29.4,0.237,0.474,14.5,68.5,0.237,664022,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
1987,3,New Jersey Nets,0,0,82,24,58,0.413793103,242.1,41.1,86.4,0.47600000000000003,1.8,5.5,0.32299999999999995,39.4,80.9,0.48700000000000004,24.4,31.8,0.767,14.3,29.4,43.6,24.3,7.8,4.8,19.7,28.7,108.5,26.2,28,54,-5.05,0.63,-4.42,105.6,110.5,101.8,0.368,0.063,0.54,0.48700000000000004,16.4,33.2,0.282,0.48700000000000004,16.4,68.1,0.282,452704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
1988,3,New Jersey Nets,0,0,82,19,63,0.301587302,241.2,39.1,83.6,0.46799999999999997,1.7,5.5,0.301,37.5,78.1,0.48,20.5,28.1,0.7290000000000001,13.1,27.6,40.7,21.9,8.9,4.7,18.3,24.9,100.4,26.7,21,61,-8.11,1.13,-6.98,101.4,109.6,98.6,0.337,0.066,0.523,0.478,16.0,30.4,0.245,0.478,16.0,68.6,0.245,476054,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
1989,3,New Jersey Nets,0,0,82,26,56,0.46428571399999996,241.5,40.6,88.1,0.461,2.3,6.9,0.32899999999999996,38.4,81.2,0.473,20.2,27.6,0.731,14.7,29.5,44.2,21.9,9.4,5.3,17.7,24.0,103.7,26.8,25,57,-6.35,0.66,-5.69,103.0,109.3,100.1,0.313,0.079,0.517,0.474,15.0,32.7,0.22899999999999998,0.474,15.0,70.1,0.22899999999999998,378397,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
1990,3,New Jersey Nets,0,0,82,17,65,0.26153846199999997,240.3,38.5,90.4,0.426,1.7,6.2,0.27699999999999997,36.8,84.3,0.43700000000000006,21.4,28.7,0.746,16.6,28.3,45.0,18.0,9.4,5.9,16.6,23.8,100.1,26.6,21,61,-7.87,0.05,-7.82,100.7,108.6,99.3,0.317,0.068,0.486,0.435,13.9,34.5,0.237,0.435,13.9,67.0,0.237,473760,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
1991,3,New Jersey Nets,0,0,82,26,56,0.46428571399999996,241.8,41.1,87.9,0.46799999999999997,1.7,5.4,0.308,39.5,82.5,0.479,23.5,30.4,0.773,15.7,30.8,46.5,21.2,10.1,6.6,17.7,23.1,107.5,26.2,29,53,-4.51,-0.02,-4.53,102.9,107.4,99.3,0.301,0.079,0.5,0.455,14.4,35.7,0.222,0.455,14.4,64.6,0.222,480786,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1
1992,3,New Jersey Nets,0,0,82,40,42,0.9523809520000001,241.2,42.4,92.4,0.45799999999999996,2.7,8.2,0.33399999999999996,39.6,84.3,0.47,17.9,24.5,0.732,18.4,29.2,47.6,23.6,9.0,7.5,17.0,22.4,105.4,25.6,36,46,-1.7,0.15,-1.54,107.0,108.7,98.0,0.265,0.08800000000000001,0.51,0.473,14.1,39.1,0.19399999999999998,0.473,14.1,66.3,0.19399999999999998,517356,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1993,3,New Jersey Nets,0,0,82,43,39,1.102564103,241.2,39.9,86.4,0.462,1.9,6.0,0.318,38.0,80.4,0.473,21.1,27.5,0.767,15.7,30.6,46.3,22.8,8.5,6.4,16.5,23.1,102.8,27.3,45,37,1.26,-0.05,1.2,106.5,105.2,96.0,0.319,0.069,0.522,0.473,14.4,35.5,0.244,0.473,14.4,69.5,0.244,620416,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1994,3,New Jersey Nets,0,0,82,45,37,1.2162162159999999,241.8,38.6,86.8,0.445,2.7,8.3,0.327,35.9,78.4,0.45799999999999996,23.2,30.4,0.762,15.9,31.2,47.0,23.2,8.5,7.0,14.6,20.6,103.2,26.6,47,35,2.2,-0.08,2.11,107.2,104.9,95.5,0.35100000000000003,0.096,0.515,0.461,12.7,34.0,0.267,0.461,12.7,69.1,0.267,658304,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1995,3,New Jersey Nets,0,0,82,30,52,0.576923077,242.4,35.8,82.2,0.436,5.0,15.8,0.319,30.8,66.4,0.46399999999999997,21.3,28.1,0.759,14.8,31.3,46.1,23.0,6.6,6.7,15.9,22.5,98.1,27.5,32,50,-3.13,-0.14,-3.28,105.2,108.6,92.3,0.342,0.192,0.519,0.467,14.4,33.3,0.26,0.467,14.4,70.9,0.26,684102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2
1996,3,New Jersey Nets,0,0,82,30,52,0.576923077,242.7,35.1,82.3,0.42700000000000005,3.0,9.1,0.335,32.1,73.2,0.43799999999999994,20.4,27.4,0.745,16.5,30.5,47.0,21.4,7.6,7.0,16.8,22.9,93.7,27.4,29,53,-4.23,0.09,-4.14,101.9,106.5,90.9,0.332,0.111,0.49700000000000005,0.445,15.1,36.4,0.248,0.445,15.1,70.9,0.248,638144,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
1997,3,New Jersey Nets,0,0,82,26,56,0.46428571399999996,241.2,36.5,86.5,0.42200000000000004,5.9,16.7,0.353,30.6,69.8,0.439,18.3,24.8,0.74,17.2,29.0,46.2,21.0,8.3,5.9,15.7,22.7,97.2,26.8,28,54,-4.56,0.67,-3.89,104.7,109.7,92.4,0.28600000000000003,0.193,0.499,0.456,13.9,36.4,0.212,0.456,13.9,69.0,0.212,670628,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1
1987,5,Chicago Bulls,0,0,82,40,42,0.9523809520000001,241.8,41.2,87.3,0.473,1.0,3.6,0.261,40.3,83.6,0.48200000000000004,21.4,27.5,0.778,15.2,29.3,44.5,26.1,8.3,5.3,15.3,23.4,104.8,25.4,43,39,0.89,0.37,1.26,108.6,107.6,95.8,0.315,0.042,0.528,0.478,13.4,35.0,0.245,0.478,13.4,70.0,0.245,650818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1988,5,Chicago Bulls,0,0,82,50,32,1.5625,242.1,41.9,85.5,0.49,0.7,3.0,0.23,41.2,82.6,0.499,20.5,27.1,0.759,14.3,30.0,44.3,26.2,8.7,5.8,15.4,22.5,105.0,25.5,50,32,3.4,0.35,3.76,109.0,105.5,95.5,0.317,0.035,0.539,0.494,13.6,34.0,0.24,0.494,13.6,70.6,0.24,740411,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1989,5,Chicago Bulls,0,1,82,47,35,1.342857143,241.2,42.0,85.0,0.495,2.1,6.5,0.32799999999999996,39.9,78.5,0.509,20.2,25.7,0.7859999999999999,12.4,29.9,42.3,27.0,8.8,4.6,16.2,22.6,106.4,26.4,45,37,1.44,0.69,2.13,109.1,107.7,97.0,0.302,0.076,0.5529999999999999,0.507,14.4,30.7,0.23800000000000002,0.507,14.4,69.5,0.23800000000000002,736962,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1990,5,Chicago Bulls,0,1,82,55,27,2.0370370369999997,241.8,43.1,86.5,0.498,3.0,8.2,0.374,40.0,78.3,0.511,20.3,26.1,0.778,13.1,27.8,40.9,26.5,9.9,4.7,15.2,23.2,109.5,26.1,50,32,3.26,-0.51,2.74,112.3,109.0,96.7,0.302,0.094,0.5589999999999999,0.516,13.4,31.9,0.235,0.516,13.4,68.1,0.235,752564,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,5,Chicago Bulls,0,1,82,61,21,2.904761905,240.9,39.8,84.0,0.475,2.3,7.6,0.304,37.5,76.3,0.49200000000000005,19.0,24.6,0.77,13.0,26.4,39.3,24.6,7.7,4.2,17.1,22.3,101.0,26.9,63,19,9.1,-0.53,8.57,114.6,105.2,95.6,0.29600000000000004,0.06,0.56,0.521,12.8,34.7,0.225,0.521,12.8,68.8,0.225,757745,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,5,Chicago Bulls,0,1,82,67,15,4.466666667,241.8,44.4,87.4,0.508,1.7,5.5,0.304,42.7,81.9,0.522,19.4,26.0,0.7440000000000001,14.3,29.7,44.0,27.8,8.2,5.9,13.3,20.6,109.9,27.6,66,16,10.44,-0.37,10.07,115.5,104.5,94.4,0.297,0.063,0.556,0.518,11.8,35.1,0.221,0.518,11.8,69.3,0.221,759980,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,5,Chicago Bulls,0,1,82,57,25,2.28,241.8,42.4,87.9,0.48200000000000004,3.0,8.2,0.365,39.4,79.7,0.494,17.5,23.8,0.733,15.7,27.8,43.6,26.0,9.5,5.0,13.5,22.0,105.2,28.1,58,24,6.29,-0.1,6.19,112.9,106.1,92.5,0.271,0.09300000000000001,0.535,0.499,12.0,36.3,0.19899999999999998,0.499,12.0,68.7,0.19899999999999998,759656,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,5,Chicago Bulls,0,0,82,55,27,2.0370370369999997,241.2,39.6,83.1,0.47600000000000003,2.8,8.0,0.354,36.7,75.1,0.489,16.0,22.7,0.705,13.9,29.2,43.1,25.6,9.0,4.3,15.9,21.3,98.0,27.7,50,32,3.09,-0.22,2.87,106.1,102.7,91.9,0.273,0.09699999999999999,0.526,0.493,14.6,33.8,0.192,0.493,14.6,70.8,0.192,760816,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1995,5,Chicago Bulls,0,0,82,47,35,1.342857143,241.8,38.9,81.8,0.47600000000000003,5.4,14.5,0.373,33.5,67.4,0.498,18.3,25.2,0.726,13.5,28.0,41.5,24.0,9.7,4.3,15.8,23.9,101.5,28.1,54,28,4.83,-0.51,4.32,109.5,104.3,92.0,0.308,0.177,0.546,0.509,14.5,32.9,0.22399999999999998,0.509,14.5,68.2,0.22399999999999998,926218,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1996,5,Chicago Bulls,0,1,82,72,10,7.2,240.6,40.2,84.0,0.478,6.6,16.5,0.40299999999999997,33.5,67.6,0.496,18.2,24.4,0.746,15.2,29.4,44.6,24.8,9.1,4.2,14.3,22.0,105.2,29.9,70,12,12.24,-0.44,11.8,115.2,101.8,91.1,0.29100000000000004,0.196,0.555,0.517,13.1,36.9,0.217,0.517,13.1,71.1,0.217,969149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,5,Chicago Bulls,0,1,82,69,13,5.307692308,240.6,40.0,84.4,0.473,6.4,17.1,0.373,33.6,67.3,0.499,16.8,22.5,0.747,15.1,30.0,45.1,26.1,8.7,4.0,13.5,19.7,103.1,30.7,68,14,10.8,-0.11,10.7,114.4,102.4,90.0,0.267,0.203,0.547,0.511,12.5,35.9,0.19899999999999998,0.511,12.5,69.3,0.19899999999999998,978457,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,6,Cleveland Cavaliers,0,0,82,31,51,0.607843137,240.9,40.8,86.9,0.47,1.0,4.1,0.24,39.9,82.7,0.48200000000000004,21.7,31.1,0.6970000000000001,15.3,29.5,44.8,23.3,8.2,6.8,19.7,22.6,104.4,24.6,31,51,-3.82,0.63,-3.19,102.6,106.4,101.3,0.359,0.047,0.519,0.47600000000000003,16.4,34.4,0.25,0.47600000000000003,16.4,65.9,0.25,447125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1988,6,Cleveland Cavaliers,0,0,82,42,40,1.05,241.2,40.4,82.4,0.49,1.5,4.1,0.37799999999999995,38.9,78.3,0.496,22.1,29.7,0.7440000000000001,12.4,27.9,40.3,25.2,8.9,6.4,17.5,22.4,104.5,24.6,43,39,0.76,0.52,1.28,106.8,106.0,97.3,0.361,0.05,0.547,0.5,15.5,31.0,0.268,0.5,15.5,66.4,0.268,504847,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
