Season,TeamID,Team,E/W,Conference Finalist,G,W,L,W/L,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,Attendance,"(0, 0)","(0, 1)","(0, 2)","(1, 0)","(1, 1)","(1, 2)","(2, 0)","(2, 1)","(2, 2)","(0, 0, 0)","(0, 0, 1)","(0, 0, 2)","(0, 1, 0)","(0, 1, 1)","(0, 1, 2)","(0, 2, 0)","(0, 2, 1)","(0, 2, 2)","(1, 0, 0)","(1, 0, 1)","(1, 0, 2)","(1, 1, 0)","(1, 1, 1)","(1, 1, 2)","(1, 2, 0)","(1, 2, 1)","(1, 2, 2)","(2, 0, 0)","(2, 0, 1)","(2, 0, 2)","(2, 1, 0)","(2, 1, 1)","(2, 1, 2)","(2, 2, 0)","(2, 2, 1)","(2, 2, 2)",Standings_Bucket,Standings_Bucket_Next
2005,5,Chicago Bulls,0,0,82,47,35,1.342857143,241.8,34.7,80.4,0.43200000000000005,6.2,17.5,0.35700000000000004,28.5,62.9,0.45299999999999996,18.7,25.0,0.75,12.2,31.6,43.8,21.3,7.0,4.5,16.7,24.7,94.5,25.0,44,38,1.06,-0.41,0.65,101.4,100.3,92.4,0.311,0.217,0.517,0.47100000000000003,15.5,28.4,0.233,0.47100000000000003,15.5,72.6,0.233,828384,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2006,5,Chicago Bulls,0,0,82,41,41,1.0,242.7,36.6,82.2,0.446,6.8,18.0,0.379,29.8,64.1,0.465,17.7,24.0,0.738,11.0,31.7,42.8,22.0,6.2,4.2,14.9,24.9,97.8,24.1,43,39,0.63,-0.12,0.51,104.0,103.4,92.9,0.292,0.21899999999999997,0.527,0.48700000000000004,13.9,26.3,0.21600000000000003,0.48700000000000004,13.9,74.7,0.21600000000000003,868720,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2007,5,Chicago Bulls,0,0,82,49,33,1.484848485,241.2,37.1,81.3,0.457,5.9,15.1,0.38799999999999996,31.3,66.2,0.473,18.6,25.4,0.7340000000000001,12.0,31.7,43.7,22.3,7.8,5.4,16.0,23.3,98.8,26.0,55,27,5.01,-0.49,4.52,104.9,99.6,93.6,0.313,0.18600000000000003,0.534,0.493,14.7,28.6,0.22899999999999998,0.493,14.7,74.3,0.22899999999999998,912364,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2008,5,Chicago Bulls,0,0,82,33,49,0.673469388,241.5,36.4,83.7,0.435,5.8,15.9,0.363,30.6,67.8,0.452,18.7,24.7,0.7559999999999999,12.8,30.2,43.0,22.1,7.7,5.2,14.6,21.8,97.3,25.7,32,50,-3.09,-0.11,-3.19,103.9,107.2,93.0,0.29600000000000004,0.19,0.515,0.47,13.4,28.9,0.223,0.47,13.4,73.1,0.223,901502,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
2009,5,Chicago Bulls,0,0,82,41,41,1.0,243.0,38.1,83.5,0.457,6.0,15.8,0.381,32.1,67.7,0.474,19.9,25.0,0.7959999999999999,11.8,30.3,42.1,21.1,7.5,5.5,14.5,20.8,102.2,24.9,40,42,-0.28,0.12,-0.16,108.4,108.7,93.1,0.3,0.18899999999999997,0.541,0.493,13.3,28.0,0.239,0.493,13.3,70.9,0.239,868667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2010,5,Chicago Bulls,0,0,82,41,41,1.0,242.7,37.6,83.2,0.451,4.3,13.0,0.33,33.3,70.2,0.474,18.0,23.9,0.754,11.4,33.1,44.5,20.8,6.5,5.8,14.3,20.1,97.5,26.2,36,46,-1.63,0.0,-1.64,103.5,105.3,93.1,0.287,0.156,0.52,0.47700000000000004,13.3,26.6,0.217,0.47700000000000004,13.3,74.8,0.217,849760,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,5,Chicago Bulls,0,1,82,62,20,3.1,241.8,37.1,80.3,0.462,6.2,17.3,0.361,30.9,63.1,0.489,18.2,24.5,0.743,11.8,32.4,44.2,22.3,7.2,5.7,14.2,20.0,98.6,26.4,61,21,7.32,-0.79,6.53,108.3,100.3,90.4,0.305,0.215,0.541,0.501,13.5,29.4,0.22699999999999998,0.501,13.5,76.2,0.22699999999999998,893462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,5,Chicago Bulls,0,0,66,50,16,3.125,241.5,37.4,82.8,0.452,6.3,16.9,0.375,31.0,65.8,0.47100000000000003,15.2,21.1,0.722,13.9,32.8,46.7,23.1,6.9,5.9,14.0,17.3,96.3,27.1,51,15,8.18,-0.76,7.43,107.4,98.3,89.1,0.255,0.205,0.523,0.49,13.2,32.6,0.184,0.49,13.2,74.3,0.184,731326,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,5,Chicago Bulls,0,0,82,45,37,1.2162162159999999,241.8,35.7,81.7,0.43700000000000006,5.4,15.4,0.353,30.2,66.3,0.456,16.4,21.2,0.773,12.5,30.7,43.2,23.0,7.2,5.1,14.3,19.7,93.2,28.0,42,40,0.32,-0.33,-0.02,103.5,103.2,89.3,0.259,0.18899999999999997,0.512,0.47,13.6,29.4,0.201,0.47,13.6,73.6,0.201,896944,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,5,Chicago Bulls,0,0,82,48,34,1.411764706,243.0,34.7,80.2,0.43200000000000005,6.2,17.8,0.348,28.5,62.4,0.456,18.1,23.3,0.779,11.4,32.7,44.1,22.7,7.2,5.2,14.9,19.1,93.7,28.6,47,35,1.85,-0.66,1.2,102.5,100.5,90.2,0.29,0.222,0.518,0.47100000000000003,14.2,27.2,0.226,0.47100000000000003,14.2,75.4,0.226,890370,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,5,Chicago Bulls,0,0,82,50,32,1.5625,242.4,36.6,82.9,0.442,7.9,22.3,0.353,28.7,60.6,0.474,19.7,25.2,0.7829999999999999,11.7,34.0,45.7,21.7,6.3,5.8,14.0,18.2,100.8,28.8,50,32,3.0,-0.46,2.54,107.5,104.3,92.8,0.304,0.26899999999999996,0.536,0.489,12.9,27.0,0.23800000000000002,0.489,12.9,74.4,0.23800000000000002,886612,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2016,5,Chicago Bulls,0,0,82,42,40,1.05,242.7,38.6,87.4,0.441,7.9,21.4,0.371,30.7,66.1,0.46399999999999997,16.5,21.0,0.787,11.1,35.2,46.3,22.8,6.0,5.7,13.9,18.8,101.6,27.6,37,45,-1.48,0.01,-1.46,105.0,106.5,95.7,0.24,0.244,0.526,0.48700000000000004,12.6,24.5,0.18899999999999997,0.48700000000000004,12.6,74.9,0.18899999999999997,894659,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2017,5,Chicago Bulls,0,0,82,41,41,1.0,241.2,38.6,87.1,0.444,7.6,22.3,0.34,31.0,64.8,0.479,18.0,22.5,0.7979999999999999,12.2,34.1,46.3,22.6,7.8,4.8,13.6,17.7,102.9,26.9,42,40,0.43,-0.39,0.03,107.4,107.0,95.3,0.259,0.256,0.53,0.48700000000000004,12.3,27.0,0.20600000000000002,0.48700000000000004,12.3,76.8,0.20600000000000002,888882,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1987,6,Cleveland Cavaliers,0,0,82,31,51,0.607843137,240.9,40.8,86.9,0.47,1.0,4.1,0.24,39.9,82.7,0.48200000000000004,21.7,31.1,0.6970000000000001,15.3,29.5,44.8,23.3,8.2,6.8,19.7,22.6,104.4,24.6,31,51,-3.82,0.63,-3.19,102.6,106.4,101.3,0.359,0.047,0.519,0.47600000000000003,16.4,34.4,0.25,0.47600000000000003,16.4,65.9,0.25,447125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1988,6,Cleveland Cavaliers,0,0,82,42,40,1.05,241.2,40.4,82.4,0.49,1.5,4.1,0.37799999999999995,38.9,78.3,0.496,22.1,29.7,0.7440000000000001,12.4,27.9,40.3,25.2,8.9,6.4,17.5,22.4,104.5,24.6,43,39,0.76,0.52,1.28,106.8,106.0,97.3,0.361,0.05,0.547,0.5,15.5,31.0,0.268,0.5,15.5,66.4,0.268,504847,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1989,6,Cleveland Cavaliers,0,0,82,57,25,2.28,240.9,42.3,84.2,0.502,2.1,5.8,0.359,40.2,78.4,0.513,22.2,29.7,0.747,12.6,30.2,42.8,27.6,9.6,7.1,16.1,19.4,108.8,26.1,60,22,7.6,0.35,7.95,110.6,102.9,98.0,0.353,0.069,0.5589999999999999,0.514,14.2,31.2,0.264,0.514,14.2,67.1,0.264,721426,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1990,6,Cleveland Cavaliers,0,0,82,42,40,1.05,242.4,39.2,85.1,0.461,4.2,10.4,0.40700000000000003,35.0,74.7,0.46799999999999997,20.0,26.8,0.7440000000000001,13.8,29.0,42.8,25.7,7.9,6.2,15.2,20.3,102.6,26.1,40,42,-0.3,-0.31,-0.62,106.9,107.2,95.0,0.315,0.122,0.529,0.485,13.5,31.5,0.235,0.485,13.5,67.7,0.235,695710,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1991,6,Cleveland Cavaliers,0,0,82,33,49,0.673469388,241.8,42.2,86.8,0.486,2.0,6.2,0.32299999999999995,40.2,80.6,0.498,17.9,23.4,0.764,13.4,29.2,42.6,26.2,8.7,4.8,15.0,23.1,104.2,26.8,34,48,-2.46,0.14,-2.33,106.1,108.7,95.1,0.317,0.07,0.534,0.48700000000000004,14.1,29.7,0.243,0.48700000000000004,14.1,68.0,0.243,623735,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
1992,6,Cleveland Cavaliers,0,1,82,57,25,2.28,241.5,41.8,85.7,0.488,3.1,8.6,0.35700000000000004,38.7,77.0,0.502,22.2,27.5,0.805,12.7,29.9,42.6,27.6,7.5,7.6,13.1,19.0,108.9,27.6,55,27,5.45,-0.11,5.34,113.9,108.2,95.0,0.322,0.10099999999999999,0.557,0.506,11.8,30.5,0.259,0.506,11.8,66.5,0.259,677408,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1993,6,Cleveland Cavaliers,0,0,82,54,28,1.928571429,241.8,41.8,84.0,0.49700000000000005,3.5,9.0,0.381,38.3,74.9,0.511,20.7,25.8,0.802,11.3,30.4,41.8,28.6,7.5,6.5,13.7,19.3,107.7,28.8,58,24,6.45,-0.15,6.3,112.7,106.0,94.8,0.308,0.10800000000000001,0.565,0.518,12.5,28.1,0.247,0.518,12.5,69.1,0.247,751465,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1994,6,Cleveland Cavaliers,0,0,82,47,35,1.342857143,242.1,38.2,82.1,0.465,3.6,9.9,0.36200000000000004,34.6,72.2,0.48,21.2,27.5,0.77,13.3,28.7,42.0,25.0,8.6,5.2,13.9,20.7,101.2,27.9,52,30,4.02,-0.39,3.64,109.4,105.1,91.7,0.335,0.121,0.537,0.48700000000000004,12.8,31.8,0.258,0.48700000000000004,12.8,69.0,0.258,753686,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1995,6,Cleveland Cavaliers,0,0,82,43,39,1.102564103,243.0,33.6,76.3,0.441,4.9,12.6,0.385,28.8,63.7,0.452,18.4,24.2,0.76,12.7,27.3,40.0,20.4,7.7,4.3,14.3,20.7,90.5,28.3,43,39,0.62,-0.07,0.55,105.3,104.6,84.8,0.317,0.165,0.52,0.47200000000000003,14.2,31.8,0.24100000000000002,0.47200000000000003,14.2,72.4,0.24100000000000002,833850,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1996,6,Cleveland Cavaliers,0,0,82,47,35,1.342857143,241.8,33.7,73.1,0.46,7.3,19.3,0.377,26.4,53.9,0.49,16.5,21.6,0.763,10.6,25.1,35.6,22.2,8.2,4.1,13.1,20.5,91.1,27.5,49,33,2.59,-0.09,2.49,109.9,106.7,82.3,0.29600000000000004,0.264,0.551,0.51,13.7,28.6,0.226,0.51,13.7,70.2,0.226,730095,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1997,6,Cleveland Cavaliers,0,0,82,42,40,1.05,242.1,33.0,72.8,0.45299999999999996,5.9,15.7,0.376,27.1,57.2,0.474,15.6,21.6,0.723,11.1,26.3,37.4,20.9,8.0,3.8,14.5,23.0,87.5,26.7,47,35,1.84,0.47,2.32,104.6,102.4,82.9,0.297,0.215,0.531,0.493,15.0,29.4,0.215,0.493,15.0,71.9,0.215,692684,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1998,6,Cleveland Cavaliers,0,0,82,47,35,1.342857143,241.8,34.4,75.7,0.45399999999999996,3.6,9.8,0.37200000000000005,30.7,65.9,0.466,20.2,26.7,0.7559999999999999,11.6,28.4,40.1,23.1,9.9,5.1,17.3,23.6,92.5,24.6,49,33,2.73,0.33,3.06,102.2,99.1,89.9,0.35200000000000004,0.129,0.529,0.478,16.5,30.0,0.266,0.478,16.5,71.1,0.266,694629,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
1999,6,Cleveland Cavaliers,0,0,50,22,28,0.7857142859999999,241.0,31.2,71.2,0.439,3.6,10.7,0.341,27.6,60.5,0.456,20.3,27.1,0.7490000000000001,9.4,26.3,35.8,21.9,9.0,4.1,15.7,24.2,86.4,26.7,22,28,-1.72,0.78,-0.94,99.6,101.6,86.4,0.381,0.15,0.52,0.46399999999999997,15.9,25.1,0.285,0.46399999999999997,15.9,69.0,0.285,352992,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2
2000,6,Cleveland Cavaliers,0,0,82,32,50,0.64,242.1,36.3,82.1,0.442,4.2,11.2,0.373,32.1,70.9,0.45299999999999996,20.2,26.9,0.75,12.3,30.5,42.8,23.7,8.7,4.4,17.4,27.1,97.0,27.2,31,51,-3.5,-0.14,-3.64,100.4,104.0,95.7,0.327,0.136,0.516,0.46799999999999997,15.6,28.1,0.245,0.46799999999999997,15.6,71.2,0.245,603702,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
2001,6,Cleveland Cavaliers,0,0,82,30,52,0.576923077,241.8,35.2,79.7,0.442,2.7,8.0,0.33399999999999996,32.6,71.6,0.455,19.0,24.9,0.765,12.4,29.8,42.1,20.8,7.8,5.3,16.5,23.2,92.2,26.9,28,54,-4.24,-0.23,-4.48,100.3,104.9,91.2,0.312,0.10099999999999999,0.509,0.45899999999999996,15.4,29.7,0.239,0.45899999999999996,15.4,71.1,0.239,650775,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
2002,6,Cleveland Cavaliers,0,0,82,29,53,0.5471698110000001,242.1,36.0,80.3,0.44799999999999995,4.7,12.5,0.377,31.2,67.8,0.461,18.6,24.1,0.772,11.8,30.3,42.1,23.1,7.0,5.7,14.6,21.4,95.3,26.0,31,51,-3.33,-0.19,-3.52,104.6,108.2,90.3,0.301,0.156,0.524,0.47700000000000004,13.8,28.9,0.23199999999999998,0.47700000000000004,13.8,72.8,0.23199999999999998,596115,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
2003,6,Cleveland Cavaliers,0,0,82,17,65,0.26153846199999997,241.8,34.8,82.3,0.42200000000000004,3.6,10.9,0.327,31.2,71.3,0.43700000000000006,18.3,24.5,0.747,13.6,31.0,44.6,20.9,7.8,6.4,18.3,22.7,91.4,23.5,16,66,-9.62,0.04,-9.59,96.5,106.7,94.0,0.298,0.133,0.491,0.444,16.4,31.0,0.223,0.444,16.4,73.2,0.223,471374,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
2004,6,Cleveland Cavaliers,0,0,82,35,47,0.7446808509999999,242.1,35.6,82.4,0.433,3.0,9.6,0.314,32.6,72.8,0.44799999999999995,18.6,24.8,0.753,13.6,31.9,45.6,22.0,7.1,6.5,14.8,21.3,92.9,24.9,33,49,-2.62,-0.44,-3.07,101.4,104.2,90.8,0.301,0.11599999999999999,0.498,0.451,13.7,31.1,0.226,0.451,13.7,73.0,0.226,749790,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
2005,6,Cleveland Cavaliers,0,0,82,42,40,1.05,242.1,36.5,81.5,0.447,3.7,11.0,0.332,32.8,70.5,0.465,19.9,26.5,0.752,13.6,28.7,42.3,22.6,8.0,5.6,13.9,22.6,96.5,26.5,43,39,0.79,-0.52,0.27,106.6,105.7,89.7,0.325,0.135,0.518,0.47,13.0,32.5,0.244,0.47,13.0,71.5,0.244,784249,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
2006,6,Cleveland Cavaliers,0,0,82,50,32,1.5625,241.8,35.5,78.2,0.45399999999999996,6.1,17.9,0.33899999999999997,29.4,60.3,0.48700000000000004,20.6,28.3,0.7290000000000001,11.7,30.6,42.3,19.0,6.9,4.8,13.9,21.1,97.6,27.1,48,34,2.23,-0.06,2.17,107.8,105.4,89.8,0.36200000000000004,0.228,0.5379999999999999,0.49200000000000005,13.3,28.4,0.263,0.49200000000000005,13.3,75.7,0.263,792391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2007,6,Cleveland Cavaliers,0,1,82,50,32,1.5625,242.4,36.3,81.2,0.447,6.0,17.1,0.35200000000000004,30.3,64.1,0.473,18.1,26.0,0.696,12.7,30.8,43.5,20.8,7.6,4.3,14.4,21.7,96.8,26.9,52,30,3.83,-0.5,3.33,105.5,101.3,90.8,0.32,0.21100000000000002,0.522,0.484,13.4,29.7,0.223,0.484,13.4,75.8,0.223,837883,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,6,Cleveland Cavaliers,0,0,82,45,37,1.2162162159999999,242.1,35.8,81.7,0.439,6.7,18.8,0.358,29.1,62.8,0.46299999999999997,18.0,25.1,0.7170000000000001,13.3,31.3,44.6,20.0,7.1,5.2,14.0,20.9,96.4,27.1,40,42,-0.35,-0.17,-0.53,106.0,106.4,90.2,0.308,0.231,0.52,0.48,13.1,30.4,0.221,0.48,13.1,75.9,0.221,839074,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,6,Cleveland Cavaliers,0,1,82,66,16,4.125,241.2,36.9,78.7,0.46799999999999997,8.0,20.4,0.39299999999999996,28.9,58.3,0.495,18.6,24.5,0.757,10.8,31.4,42.2,20.3,7.2,5.3,12.7,20.3,100.3,26.6,65,17,8.93,-0.25,8.68,112.4,102.4,88.7,0.312,0.259,0.56,0.519,12.5,27.7,0.23600000000000002,0.519,12.5,74.6,0.23600000000000002,841000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6,Cleveland Cavaliers,0,0,82,61,21,2.904761905,241.2,37.8,77.9,0.485,7.3,19.3,0.381,30.5,58.6,0.52,19.1,26.6,0.72,9.6,32.8,42.5,22.4,6.9,5.2,13.9,19.4,102.1,28.0,59,23,6.52,-0.36,6.17,111.2,104.1,91.4,0.341,0.248,0.57,0.532,13.4,25.1,0.24600000000000002,0.532,13.4,77.2,0.24600000000000002,843042,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2011,6,Cleveland Cavaliers,0,0,82,19,63,0.301587302,240.9,35.2,81.1,0.434,6.2,18.2,0.342,29.0,62.9,0.461,18.9,25.3,0.745,10.4,29.9,40.3,21.0,6.6,4.2,14.2,20.1,95.5,26.6,18,64,-9.01,0.14,-8.88,102.2,111.8,93.0,0.312,0.22399999999999998,0.518,0.47200000000000003,13.4,24.2,0.233,0.47200000000000003,13.4,73.3,0.233,824595,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2012,6,Cleveland Cavaliers,0,0,66,21,45,0.46666666700000003,241.9,34.3,81.2,0.42200000000000004,6.7,19.3,0.34600000000000003,27.6,61.9,0.446,17.8,24.9,0.716,12.7,29.5,42.3,19.8,7.1,4.0,15.4,20.0,93.0,26.0,17,49,-7.2,-0.14,-7.34,101.1,108.9,91.3,0.307,0.23800000000000002,0.505,0.46299999999999997,14.3,28.9,0.22,0.46299999999999997,14.3,72.2,0.22,525577,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
2013,6,Cleveland Cavaliers,0,0,82,24,58,0.413793103,240.6,36.5,84.2,0.434,6.7,19.3,0.34600000000000003,29.8,64.9,0.46,16.8,22.3,0.7559999999999999,12.2,28.8,41.0,20.7,7.9,4.1,14.0,21.2,96.5,24.1,28,54,-4.68,-0.19,-4.87,104.3,109.4,92.3,0.265,0.22899999999999998,0.514,0.473,13.0,28.1,0.2,0.473,13.0,72.6,0.2,663882,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
2014,6,Cleveland Cavaliers,0,0,82,33,49,0.673469388,243.0,37.0,84.8,0.43700000000000006,7.1,20.0,0.35600000000000004,29.9,64.8,0.461,17.0,22.7,0.7509999999999999,12.1,32.1,44.1,21.2,7.1,3.7,14.2,20.0,98.2,24.9,32,50,-3.29,-0.57,-3.86,104.2,107.7,93.1,0.268,0.23600000000000002,0.518,0.479,13.0,27.2,0.201,0.479,13.0,75.8,0.201,710522,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
2015,6,Cleveland Cavaliers,0,1,82,53,29,1.827586207,241.2,37.7,82.2,0.45799999999999996,10.1,27.5,0.36700000000000005,27.6,54.7,0.504,17.7,23.6,0.7509999999999999,11.1,31.9,43.0,22.1,7.4,4.1,14.3,18.4,103.1,26.9,53,29,4.48,-0.4,4.08,111.1,106.3,92.3,0.287,0.33399999999999996,0.557,0.52,13.4,26.8,0.21600000000000003,0.52,13.4,74.7,0.21600000000000003,843042,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,6,Cleveland Cavaliers,0,1,82,57,25,2.28,242.1,38.7,84.0,0.46,10.7,29.6,0.36200000000000004,27.9,54.4,0.514,16.3,21.7,0.748,10.6,33.9,44.5,22.7,6.7,3.9,13.6,20.3,104.3,28.1,57,25,6.0,-0.55,5.45,110.9,104.5,93.3,0.259,0.35200000000000004,0.5579999999999999,0.524,12.7,25.1,0.19399999999999998,0.524,12.7,78.5,0.19399999999999998,843042,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,Cleveland Cavaliers,0,1,82,51,31,1.64516129,242.4,39.9,84.9,0.47,13.0,33.9,0.384,26.9,51.0,0.528,17.5,23.3,0.748,9.3,34.4,43.7,22.7,6.6,4.0,13.7,18.1,110.3,29.2,49,33,3.18,-0.31,2.87,113.6,110.3,96.2,0.275,0.39899999999999997,0.58,0.547,12.6,21.9,0.20600000000000002,0.547,12.6,75.8,0.20600000000000002,843042,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,9,Detroit Pistons,0,1,82,52,30,1.733333333,241.8,43.2,88.3,0.49,0.5,2.1,0.231,42.7,86.2,0.496,24.3,31.7,0.765,15.2,32.3,47.5,24.6,7.8,5.3,17.3,25.3,111.2,26.7,50,32,3.44,0.07,3.51,109.2,105.8,101.0,0.36,0.023,0.544,0.49200000000000005,14.5,34.7,0.275,0.49200000000000005,14.5,69.9,0.275,907520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
